food,energy_kcal,protein_g,saturated_fats_g,fat,carbohydrates,fiber,sugars,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mcg,manganese_mg,selenium_mcg,vitc_mg,thiamin_mg,riboflavin_mg,niacin_mg,vitb6_mg,folate_mcg,vitb12_mcg,vita_mcg,vite_mg,vitd2_mcg,category
pinto beans canned,197,11.0,0.3,1.3,36.4,11.0,2.4,,3.5,,,,0.6,,,,,1.7,0.1,0.063,0.6,0.2,,0.0,0.0,1.4,,
chickpeas cooked,269,14.5,0.4,4.2,45.0,12.5,7.9,,4.7,,,,0.08,,,,,2.1,0.2,0.1,0.9,0.2,,0.0,0.0,0.6,,
cranberry beans raw,653,44.9,0.6,2.4,117.1,48.2,0.0,,9.8,,,,0.014,,,,,0.0,1.5,0.4,2.8,0.6,,0.0,0.0,0.0,,
mungo beans cooked,189,13.6,0.065,1.0,33.0,11.5,3.6,,3.2,,,,0.083,,,,,1.8,0.3,0.1,2.7,0.1,,0.0,0.0,0.3,,
tamarinds,5,0.057,0.023,0.013,1.3,0.1,0.8,,0.032,,,,0.007,,,,,0.058,0.0,0.0,0.012,0.078,,0.062,0.0,0.0,,
yellow snap beans cooked,44,2.4,0.037,0.4,9.9,4.1,4.5,,0.1,,,,0.096,,,,,0.062,0.0,0.0,0.1,0.083,,0.063,0.0,0.0,,
yardlong beans cooked,202,14.2,0.2,0.8,36.1,6.5,0.0,,0.4,,,,0.059,,,,,0.2,0.0,0.0,0.1,0.7,,0.2,0.0,0.0,,
bacon beef steak,146,8.2,4.5,12.5,0.2,0.0,0.2,,0.5,,,,0.4,,,,,0.0,0.2,0.09,1.4,0.1,,0.054,0.0,0.0,,
lamb foreshank raw,912,85.8,26.4,60.7,0.0,0.0,0.0,,7.6,,,,0.3,,,,,0.0,0.5,0.9,24.8,0.7,,0.013,0.0,1.1,,
lamb rib cooked,915,53.9,32.6,76.0,0.0,0.0,0.0,,4.1,,,,0.2,,,,,0.0,0.2,0.5,17.2,0.3,,0.082,0.0,0.3,,
lamb shank raw,912,84.3,26.3,61.2,0.0,0.0,0.0,,7.8,,,,0.3,,,,,0.0,0.6,1.0,28.2,0.7,,0.002,0.0,1.0,,
scrapple,60,2.3,1.3,3.9,4.0,0.052,0.063,,0.5,,,,0.1,,,,,0.7,0.091,0.049,0.6,0.03,,0.011,0.2,0.039,,
ground lamb cooked,886,77.5,25.4,61.5,0.0,0.0,0.0,,5.6,,,,0.3,,,,,0.0,0.3,0.8,21.0,0.4,,0.064,0.0,0.4,,
lamb meat cooked,678,63.8,18.6,45.0,0.0,0.0,0.0,,4.8,,,,0.2,,,,,0.0,0.3,0.7,16.4,0.4,,0.068,0.0,0.0,,
lamb leg raw,1043,81.2,33.7,77.4,0.0,0.0,0.0,,7.5,,,,0.3,,,,,0.0,0.6,1.0,28.4,0.7,,0.042,0.0,1.0,,
lamb loin cooked,202,16.1,6.3,14.8,0.0,0.0,0.0,,1.2,,,,0.089,,,,,0.0,0.034,0.2,4.5,0.013,,0.014,0.0,0.087,,
chicken patty,172,8.9,2.2,11.7,7.7,0.2,0.0,,0.6,,,,0.3,,,,,0.0,0.067,0.042,2.9,0.1,,0.072,0.0,0.8,,
lamb shank roasted,605,71.0,13.7,33.5,0.0,0.0,0.0,,5.3,,,,0.2,,,,,0.0,0.3,0.7,17.6,0.4,,0.051,0.0,0.4,,
barbecue loaf,40,3.6,0.7,2.0,1.5,0.0,0.0,,0.3,,,,0.3,,,,,0.0,0.042,0.086,0.5,0.07,,0.039,0.0,0.0,,
lamb sirloin cooked,765,64.5,22.9,54.2,0.0,0.0,0.0,,5.2,,,,0.2,,,,,0.0,0.3,0.7,17.3,0.4,,0.086,0.0,0.3,,
poultry salad,26,1.5,0.4,1.8,1.0,0.0,0.0,,0.097,,,,0.079,,,,,0.1,0.066,0.081,0.2,0.009,,0.037,0.084,0.3,,
ground lamb raw,80,4.7,2.9,6.6,0.0,0.0,0.0,,0.4,,,,0.05,,,,,0.0,0.021,0.055,1.7,0.022,,0.01,0.0,0.044,,
lamb loin raw,88,4.6,3.3,7.5,0.0,0.0,0.0,,0.5,,,,0.003,,,,,0.0,0.088,0.061,1.8,0.074,,0.065,0.0,0.042,,
lamb sirloin raw,1234,76.8,44.1,100.3,0.0,0.0,0.0,,7.3,,,,0.3,,,,,0.0,0.5,1.0,28.8,0.6,,0.072,0.0,1.0,,
sausage patty mcdonalds,115,4.3,3.6,11.2,0.4,0.0,0.1,,0.3,,,,0.2,,,,,0.0,0.008,0.01,1.3,0.077,,0.025,0.0,0.0,,
lamb foreshank cooked,360,42.0,8.3,19.9,0.0,0.0,0.0,,3.2,,,,0.1,,,,,0.0,0.087,0.3,8.1,0.1,,0.008,0.0,0.3,,
ham salad,97,3.9,2.3,7.0,4.8,0.0,0.0,,0.3,,,,0.5,,,,,0.0,0.2,0.006,0.9,0.047,,0.039,0.0,0.8,,
lamb rib raw,1687,65.9,68.8,156.0,0.0,0.0,0.0,,6.3,,,,0.3,,,,,0.0,0.5,0.9,27.6,0.5,,0.009,0.0,0.8,,
lamb shoulder raw,1198,75.2,42.1,97.3,0.0,0.0,0.0,,6.8,,,,0.3,,,,,0.0,0.5,1.0,25.7,0.6,,0.07,0.0,1.0,,
lamb meat raw,1102,79.6,36.6,84.6,0.0,0.0,0.0,,7.3,,,,0.3,,,,,0.0,0.5,1.0,27.5,0.6,,0.021,0.0,0.0,,
lamb shoulder cooked,750,62.5,22.5,53.5,0.0,0.0,0.0,,5.2,,,,0.2,,,,,0.0,0.2,0.5,13.8,0.2,,0.024,0.0,0.3,,
mutton cooked,66,9.5,1.5,3.1,0.027,0.0,0.0,,1.3,,,,0.07,,,,,0.0,0.036,0.027,1.8,0.1,,0.066,0.0,0.2,,
lamb leg cooked,684,67.7,18.3,43.7,0.0,0.0,0.0,,5.2,,,,0.2,,,,,0.0,0.3,0.7,17.5,0.4,,0.065,0.0,0.4,,
beef stick,110,4.3,4.2,9.9,1.1,0.0,0.0,,0.7,,,,0.3,,,,,1.4,0.071,0.063,0.9,0.024,,0.002,0.0,0.0,,
veal sirloin cooked,517,64.1,10.6,26.9,0.0,0.0,0.0,,2.5,,,,0.2,,,,,0.0,0.1,0.7,13.5,0.7,,0.048,0.0,0.8,,
veal rib cooked,444,57.4,8.8,22.2,0.0,0.0,0.0,,2.5,,,,0.2,,,,,0.0,0.033,0.5,13.3,0.6,,0.057,0.0,0.6,,
veal meat cooked,483,62.9,8.9,23.8,0.0,0.0,0.0,,2.4,,,,0.2,,,,,0.0,0.1,0.7,16.7,0.6,,0.057,0.0,0.8,,
beef rib roasted,238,15.4,7.7,19.1,0.0,0.0,0.0,,1.6,,,,0.01,,,,,0.0,0.049,0.1,2.5,0.2,,0.031,0.0,0.2,,
veal sirloin raw,689,86.5,15.2,35.4,0.0,0.0,0.0,,3.5,,,,0.3,,,,,0.0,0.4,1.4,38.3,2.2,,0.004,0.0,1.1,,
beef top loin filet grilled,323,37.0,6.5,19.0,0.8,0.0,0.0,,0.2,,,,0.1,,,,,0.6,0.063,0.016,0.4,0.0,,0.018,0.9,0.03,,
beef under blade steak cooked,983,140.8,17.9,46.7,0.0,0.0,0.0,,0.5,,,,0.3,,,,,1.5,0.002,0.068,1.1,3.5,,0.03,1.9,0.022,,
mock tender steak raw,244,42.2,3.6,8.3,0.0,0.0,0.0,,4.8,,,,0.2,,,,,0.0,0.2,0.4,7.1,0.8,,0.011,0.069,0.4,,
ground beef cooked,375,35.5,10.0,24.8,0.0,0.0,0.0,,0.1,,,,0.1,,,,,0.6,0.0,0.06,0.3,1.1,,0.098,1.6,0.0,,
ground beef raw,1506,65.1,51.2,136.1,0.0,0.0,0.0,,7.4,,,,0.3,,,,,0.0,0.2,0.6,15.3,1.3,,0.004,0.0,2.2,,
beef diced asda,48,0.0,0.3,0.7,10.5,0.0,0.054,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
veal rib raw,735,85.5,16.8,40.9,0.0,0.0,0.0,,3.9,,,,0.4,,,,,0.0,0.3,1.0,30.3,1.9,,0.085,0.0,1.0,,
ground veal raw,41,5.5,0.8,1.9,0.0,0.0,0.0,,0.2,,,,0.029,,,,,0.0,0.093,0.095,2.1,0.1,,0.045,0.0,0.086,,
t bone steak cooked,1049,89.3,30.3,74.1,0.0,0.0,0.0,,0.2,,,,0.2,,,,,2.4,0.0,0.046,0.8,1.1,,0.042,4.6,0.095,,
veal leg round raw,531,95.2,5.4,14.0,0.0,0.0,0.0,,3.6,,,,0.3,,,,,0.0,0.4,1.2,42.7,2.1,,0.019,0.0,1.4,,
beef top sirloin steak raw,1222,123.4,31.2,77.3,0.0,0.0,0.0,,9.0,,,,0.3,,,,,0.0,0.4,0.6,36.4,3.4,,0.001,0.0,2.2,,
beef plate steak grilled,508,47.1,12.9,35.6,0.0,0.0,0.0,,0.4,,,,0.1,,,,,0.8,0.021,0.054,1.4,2.3,,0.017,1.7,0.011,,
ground veal cooked,514,72.9,9.1,22.6,0.0,0.0,0.0,,3.0,,,,0.2,,,,,0.0,0.2,0.8,24.0,1.2,,0.032,0.0,0.4,,
veal leg round cooked,574,98.4,6.9,17.2,0.0,0.0,0.0,,3.6,,,,0.2,,,,,0.0,0.2,1.0,28.7,1.0,,0.072,0.0,1.3,,
porterhouse steak raw,1170,81.6,36.4,91.1,0.0,0.0,0.0,,8.8,,,,0.2,,,,,0.0,0.5,0.8,15.9,1.7,,0.02,0.0,0.0,,
veal shank raw,513,86.9,4.8,15.8,0.0,0.0,0.0,,3.4,,,,0.4,,,,,0.0,0.4,1.2,33.8,2.0,,0.035,0.0,0.0,,
veal breast cooked,753,76.3,18.5,47.5,0.0,0.0,0.0,,2.2,,,,0.2,,,,,0.0,0.2,0.8,22.6,0.7,,0.081,0.0,0.0,,
corned beef canned,53,5.7,1.3,3.1,0.0,0.0,0.0,,0.4,,,,0.2,,,,,0.0,0.076,0.049,0.5,0.032,,0.018,0.0,0.02,,
rib eye steak grilled,680,62.4,21.2,47.7,0.0,0.0,0.0,,6.0,,,,0.1,,,,,0.0,0.2,0.8,12.9,1.3,,0.002,0.047,0.0,,
veal shoulder raw,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
t bone steak raw,1052,85.7,30.4,76.3,0.0,0.0,0.0,,9.5,,,,0.2,,,,,0.0,0.5,0.8,16.4,1.7,,0.038,0.0,0.0,,
sirloin steak,324,49.5,5.2,14.1,0.0,0.0,0.0,,0.2,,,,0.6,,,,,1.1,0.0,0.051,0.6,1.5,,0.0,0.6,0.0,,
mock tender steak cooked,137,21.9,1.5,4.9,0.0,0.0,0.0,,2.6,,,,0.028,,,,,0.0,0.09,0.2,3.1,0.3,,0.063,0.0,0.1,,
beef round steak cooked,385,64.8,4.3,12.1,0.0,0.0,0.0,,5.2,,,,0.011,,,,,0.0,0.1,0.3,11.3,0.9,,0.042,0.0,0.8,,
chuck blade roast raw,1125,77.8,35.5,88.0,0.0,0.0,0.0,,9.3,,,,0.3,,,,,0.0,0.5,0.8,9.9,1.6,,0.028,0.0,0.0,,
beef shoulder steak raw,349,48.2,7.5,17.3,0.0,0.0,0.0,,6.0,,,,0.2,,,,,0.0,0.2,0.6,9.2,1.0,,0.021,0.014,0.4,,
beef top blade cooked,184,21.9,3.3,10.0,0.0,0.0,0.0,,2.3,,,,0.002,,,,,0.0,0.1,0.2,3.2,0.3,,0.095,0.0,0.1,,
corned beef cooked,53,3.8,1.3,4.0,0.006,0.0,0.0,,0.4,,,,0.2,,,,,0.0,0.048,0.027,0.6,0.034,,0.066,0.0,0.022,,
beef round steak raw,753,100.1,14.2,36.0,0.0,0.0,0.0,,8.4,,,,0.3,,,,,0.0,0.4,0.6,29.9,3.0,,0.067,0.0,1.5,,
beef shoulder steak grilled,155,24.0,2.5,5.8,0.0,0.0,0.0,,2.5,,,,0.014,,,,,0.0,0.083,0.2,4.7,0.6,,0.055,0.063,0.072,,
chuck eye steak raw,856,72.4,26.7,62.8,0.0,0.0,0.0,,8.1,,,,0.3,,,,,0.0,0.3,0.6,16.7,1.4,,0.03,0.095,0.6,,
beef bottom round steak cooked,980,155.8,12.1,35.1,0.0,0.0,0.0,,13.0,,,,0.2,,,,,0.0,0.4,0.9,28.0,2.1,,0.014,0.0,2.0,,
porterhouse steak cooked,235,20.4,6.2,16.4,0.0,0.0,0.0,,2.5,,,,0.085,,,,,0.0,0.099,0.2,3.6,0.3,,0.024,0.0,0.2,,
beef under blade steak raw,1235,126.8,32.6,80.8,0.0,0.0,0.0,,12.6,,,,0.3,,,,,0.0,0.3,1.0,16.9,1.4,,0.091,0.057,0.4,,
beef plate steak raw,617,47.8,19.0,46.8,0.9,0.0,0.0,,9.1,,,,0.2,,,,,0.0,0.3,1.5,10.9,1.0,,0.058,0.071,0.4,,
beef meat canned,111,9.2,3.9,7.9,0.0,0.0,0.0,,1.0,,,,0.095,,,,,0.0,0.037,0.082,1.9,0.041,,0.037,0.0,0.9,,
beef breakfast strips raw,92,2.8,3.6,8.8,0.2,0.0,0.0,,0.3,,,,0.2,,,,,5.4,0.068,0.074,0.7,0.078,,0.027,0.0,0.0,,
beef brisket cooked,589,46.0,16.8,43.6,0.0,0.0,0.0,,4.4,,,,0.1,,,,,0.0,0.1,0.4,5.8,0.5,,0.021,0.0,0.3,,
corned beef raw,898,66.6,21.5,67.6,0.6,0.0,0.0,,7.7,,,,5.5,,,,,122.5,0.2,0.7,16.6,1.3,,0.006,0.0,0.0,,
beef mince meat asda,55,0.0,1.3,3.1,6.8,0.0,0.054,,0.0,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
pastrami beef fat free,9,1.9,0.0,0.1,0.1,0.0,0.0,,0.3,,,,0.005,,,,,3.3,0.04,0.043,0.5,0.079,,0.051,0.0,0.0,,
rib eye steak raw,743,62.8,24.0,54.5,0.4,0.0,0.0,,5.9,,,,0.2,,,,,0.0,0.3,0.8,15.6,1.3,,0.039,0.087,0.0,,
beef tenderloin steak cooked,374,37.0,9.4,24.0,0.0,0.0,0.0,,2.4,,,,0.061,,,,,0.0,0.1,0.2,9.9,0.8,,0.067,0.0,0.7,,
chuck blade roast cooked,842,66.1,24.7,62.0,0.0,0.0,0.0,,7.7,,,,0.2,,,,,0.0,0.2,0.6,6.0,0.6,,0.024,0.0,0.5,,
cured beef dried,4,0.9,0.086,0.019,0.06,0.0,0.006,,0.004,,,,0.049,,,,,0.0,0.017,0.002,0.1,0.032,,0.025,0.0,0.026,,
beef flank steak cooked,380,51.8,7.2,17.5,0.0,0.0,0.0,,3.4,,,,0.068,,,,,0.0,0.1,0.2,14.0,1.0,,0.003,0.0,0.7,,
chuck eye steak grilled,853,76.9,26.7,60.5,0.0,0.0,0.0,,0.2,,,,0.2,,,,,1.1,0.012,0.085,0.6,2.3,,0.083,4.0,0.093,,
veal meat raw,653,87.8,12.7,30.7,0.0,0.0,0.0,,3.8,,,,0.4,,,,,0.0,0.4,1.2,34.0,1.9,,0.061,0.0,1.2,,
veal loin cooked,80,8.5,1.9,4.9,0.0,0.0,0.0,,0.3,,,,0.001,,,,,0.0,0.011,0.053,2.6,0.039,,0.069,0.0,0.1,,
veal loin raw,46,5.3,1.1,2.6,0.0,0.0,0.0,,0.2,,,,0.079,,,,,0.0,0.025,0.091,2.4,0.1,,0.072,0.0,0.02,,
veal shoulder cooked,435,61.2,7.2,19.4,0.0,0.0,0.0,,2.7,,,,0.2,,,,,0.0,0.1,0.6,12.3,0.5,,0.005,0.0,0.8,,
beef tenderloin steak raw,405,32.2,12.0,29.8,0.0,0.0,0.0,,2.3,,,,0.032,,,,,0.0,0.1,0.2,9.5,0.9,,0.098,0.0,0.7,,
veal shank cooked,371,61.2,4.0,12.0,0.0,0.0,0.0,,2.4,,,,0.2,,,,,0.0,0.062,0.6,18.3,0.5,,0.016,0.0,0.0,,
beef brisket raw,1139,83.6,34.2,86.5,0.0,0.0,0.0,,7.7,,,,0.3,,,,,0.0,0.4,0.7,15.8,1.7,,0.016,0.0,0.0,,
pastrami beef,104,15.5,1.9,4.1,0.3,0.0,0.08,,1.6,,,,0.8,,,,,0.2,0.084,0.1,3.0,0.2,,0.072,0.0,0.085,,
beef flank steak raw,47,6.0,1.0,2.3,0.0,0.0,0.0,,0.4,,,,0.054,,,,,0.0,0.082,0.07,1.9,0.2,,0.046,0.0,0.034,,
beef top sirloin steak cooked,430,47.7,9.9,25.2,0.0,0.0,0.0,,3.1,,,,0.055,,,,,0.0,0.1,0.2,12.7,1.0,,0.072,0.0,0.8,,
veal breast raw,943,79.2,26.7,66.9,0.0,0.0,0.0,,2.4,,,,0.3,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
beef rib raw,1433,73.8,51.2,123.8,0.0,0.0,0.0,,7.8,,,,0.2,,,,,0.0,0.4,0.6,11.8,1.3,,0.061,0.0,0.0,,
beef breakfast strips cooked,51,3.5,1.6,3.9,0.2,0.0,0.0,,0.4,,,,0.3,,,,,0.0,0.077,0.034,0.7,0.013,,0.001,0.0,0.05,,
pork olive loaf,66,3.3,1.6,4.6,2.6,0.0,0.0,,0.2,,,,0.3,,,,,0.0,0.097,0.071,0.5,0.073,,0.03,0.019,0.031,,
beef luncheon meat jellied,31,5.3,0.4,0.9,0.0,0.0,0.0,,1.0,,,,0.4,,,,,0.0,0.01,0.094,1.4,0.078,,0.068,0.0,0.0,,
turkey pastrami,38,4.6,0.5,1.8,0.5,0.062,1.0,,1.2,,,,0.3,,,,,2.3,0.044,0.071,1.0,0.021,,0.043,0.057,0.058,,
pork salami,41,2.3,1.2,3.4,0.2,0.0,0.0,,0.1,,,,0.2,,,,,0.0,0.056,0.072,0.6,0.072,,0.035,0.0,0.0,,
canadian style bacon raw,45,5.9,0.6,2.0,0.5,0.0,0.0,,0.2,,,,0.3,,,,,0.0,0.2,0.093,1.8,0.1,,0.017,0.0,0.035,,
honey loaf,85,9.9,1.3,3.6,2.6,0.0,2.6,,0.6,,,,0.4,,,,,0.0,0.2,0.2,1.8,0.2,,0.028,0.0,0.1,,
pork beef salami,37,2.1,1.1,3.1,0.076,0.0,0.008,,0.042,,,,0.2,,,,,0.032,0.086,0.042,0.096,0.1,,0.0,0.093,0.059,,
beef pork bologna,92,4.6,2.8,7.4,1.6,0.0,1.3,,0.4,,,,0.3,,,,,0.2,0.058,0.031,0.8,0.099,,0.06,0.078,0.0,,
pork beef salami cooked,41,2.7,1.1,3.2,0.3,0.0,0.1,,0.2,,,,0.2,,,,,0.0,0.079,0.007,0.7,0.001,,0.014,0.0,0.075,,
pork breakfast strips raw,88,2.7,2.9,8.4,0.2,0.0,0.0,,0.2,,,,0.2,,,,,6.1,0.1,0.049,0.8,0.084,,0.066,0.0,0.0,,
pickle pimiento loaf,86,4.3,2.0,6.1,3.2,0.6,3.2,,0.5,,,,0.4,,,,,3.0,0.1,0.065,0.9,0.2,,0.063,0.007,0.2,,
luxury loaf,39,5.2,0.4,1.3,1.4,0.0,0.0,,0.3,,,,0.3,,,,,0.0,0.2,0.033,1.0,0.011,,0.055,0.0,0.0,,
pork bologna,69,4.3,1.9,5.6,0.2,0.0,0.0,,0.2,,,,0.3,,,,,0.0,0.1,0.077,1.1,0.096,,0.087,0.0,0.035,,
turkey salami cooked,9,1.0,0.1,0.5,0.081,0.054,0.063,,0.026,,,,0.023,,,,,0.0,0.068,0.075,0.2,0.001,,0.048,0.085,0.017,,
pepperoni beef,10,0.5,0.3,0.9,0.0,0.0,0.0,,0.035,,,,0.09,,,,,0.097,0.088,0.014,0.026,0.006,,0.032,0.0,0.0,,
peppered loaf,42,4.9,0.6,1.8,1.3,0.0,1.3,,0.3,,,,0.2,,,,,0.0,0.1,0.005,0.9,0.081,,0.012,0.0,0.084,,
luncheon meat beef,10,1.8,0.1,0.3,0.0,0.0,0.0,,0.3,,,,0.1,,,,,0.0,0.057,0.067,0.4,0.054,,0.5,0.0,0.059,,
lebanon bologna,98,10.8,1.6,6.0,0.3,0.0,0.0,,1.2,,,,0.8,,,,,0.5,0.066,0.051,1.8,0.2,,0.093,0.052,0.3,,
chicken pork bologna,94,2.9,2.8,8.6,1.2,0.0,0.0,,0.3,,,,0.3,,,,,3.7,0.094,0.041,1.0,0.081,,0.001,0.01,0.2,,
turkey roll,40,4.9,0.6,1.9,0.6,0.0,0.0,,0.4,,,,0.1,,,,,0.0,0.038,0.013,1.3,0.089,,0.075,0.0,0.009,,
beef salami cooked,68,3.3,2.6,5.8,0.5,0.0,0.4,,0.6,,,,0.3,,,,,0.0,0.046,0.099,0.8,0.051,,0.012,0.0,0.093,,
yachtwurst cooked,150,8.3,4.4,12.7,0.8,0.0,0.0,,0.6,,,,0.5,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
italian salami,43,2.2,1.3,3.7,0.1,0.0,0.1,,0.2,,,,0.2,,,,,0.0,0.025,0.009,0.6,0.015,,0.071,0.0,0.0,,
turkey bologna,59,3.2,1.2,4.5,1.3,0.1,0.8,,0.8,,,,0.3,,,,,3.7,0.046,0.085,0.7,0.004,,0.0,0.025,0.1,,
sliced turkey breast,17,2.4,0.1,0.6,0.4,0.0,0.1,,0.023,,,,0.1,,,,,0.006,0.0,0.076,0.087,0.089,,0.021,0.038,0.049,,
luncheon meat pork beef,99,3.5,3.2,9.0,0.7,0.0,0.0,,0.2,,,,0.4,,,,,0.0,0.072,0.074,0.8,0.025,,0.028,0.0,0.038,,
beef bologna,90,3.3,3.1,7.8,1.3,0.0,0.6,,0.01,,,,0.3,,,,,0.085,0.043,0.031,0.014,0.1,,0.052,0.4,0.083,,
turkey bacon cooked,313,24.3,6.8,22.9,2.5,0.0,0.0,,1.7,,,,1.9,,,,,0.0,0.04,0.2,2.9,0.3,,0.045,0.0,0.8,,
ground emu cooked,178,31.0,1.4,5.1,0.0,0.0,0.0,,0.3,,,,0.025,,,,,0.9,0.0,0.014,0.6,3.4,,0.038,0.2,0.0,,
ostrich leg raw,94,19.0,0.5,1.5,0.0,0.0,0.0,,2.0,,,,0.067,,,,,0.0,0.2,0.3,4.1,0.4,,0.097,0.0,0.2,,
ostrich strip raw,108,20.1,0.8,2.4,0.0,0.0,0.0,,3.6,,,,0.086,,,,,0.0,0.2,0.3,4.4,0.5,,0.03,0.0,0.2,,
emu fillet cooked,607,123.2,2.3,9.1,0.0,0.0,0.0,,18.0,,,,0.2,,,,,0.0,1.4,2.4,38.7,3.6,,0.062,0.0,0.9,,
emu drums cooked,649,134.7,2.7,8.4,0.0,0.0,0.0,,30.2,,,,0.5,,,,,0.0,1.7,2.6,42.3,3.9,,0.084,0.084,1.0,,
green turtle raw,25,5.6,0.015,0.1,0.0,0.0,0.0,,0.4,,,,0.099,,,,,0.0,0.024,0.084,0.3,0.088,,0.019,0.089,0.1,,
ground bison cooked,448,63.6,8.7,21.6,0.0,0.0,0.0,,8.0,,,,0.2,,,,,0.0,0.3,0.7,14.9,1.0,,0.006,0.0,0.5,,
goat meat raw,494,93.4,3.2,10.5,0.0,0.0,0.0,,12.8,,,,0.4,,,,,0.0,0.5,2.2,17.0,0.0,,0.03,0.0,0.0,,
ground emu raw,157,26.6,1.2,4.7,0.0,0.0,0.0,,4.7,,,,0.062,,,,,0.0,0.3,0.5,8.8,0.8,,0.051,0.0,0.3,,
ground ostrich raw,180,22.0,2.4,9.5,0.0,0.0,0.0,,3.2,,,,0.021,,,,,0.0,0.2,0.3,4.8,0.5,,0.032,0.0,0.3,,
ostrich tip cooked,123,24.2,0.9,2.2,0.0,0.0,0.0,,2.4,,,,0.086,,,,,0.0,0.2,0.2,6.1,0.5,,0.077,0.0,0.2,,
caribou cooked,210,38.0,2.5,6.4,0.0,0.0,0.0,,6.3,,,,0.004,,,,,0.0,0.4,1.1,7.8,0.5,,0.032,0.1,1.2,,
ground ostrich cooked,163,24.3,1.7,6.6,0.0,0.0,0.0,,0.1,,,,0.099,,,,,0.5,0.0,0.044,0.2,1.1,,0.045,0.2,0.033,,
ostrich leg cooked,120,24.7,0.6,1.6,0.0,0.0,0.0,,2.7,,,,0.016,,,,,0.0,0.2,0.3,6.2,0.5,,0.023,0.0,0.2,,
ostrich top loin cooked,132,23.9,1.1,3.3,0.0,0.0,0.0,,0.1,,,,0.029,,,,,0.5,0.0,0.062,0.2,1.1,,0.082,0.1,0.0,,
ostrich strip cooked,139,25.0,1.5,3.6,0.0,0.0,0.0,,4.1,,,,0.034,,,,,0.0,0.2,0.3,6.3,0.5,,0.081,0.0,0.2,,
ostrich round raw,99,18.7,0.7,2.0,0.0,0.0,0.0,,3.0,,,,0.074,,,,,0.0,0.2,0.2,4.0,0.4,,0.012,0.0,0.2,,
ground bison raw,124,17.2,2.5,6.1,0.099,0.0,0.0,,2.4,,,,0.042,,,,,0.0,0.1,0.2,4.5,0.3,,0.008,0.0,0.2,,
veal brain cooked,461,38.9,7.4,32.6,0.0,0.0,0.0,,5.7,,,,0.5,,,,,44.1,0.3,0.7,8.2,0.6,,0.084,0.0,0.0,,
veal tongue cooked,515,65.9,11.1,25.8,0.0,0.0,0.0,,5.3,,,,0.2,,,,,15.3,0.2,0.9,3.7,0.4,,0.016,0.0,0.0,,
beef heart cooked,47,8.1,0.4,1.3,0.057,0.0,0.0,,0.2,,,,0.024,,,,,0.048,0.0,0.05,0.3,0.5,,0.047,0.016,0.022,,
turkey liver cooked,100,14.3,1.2,4.3,0.0,0.0,0.0,,0.9,,,,0.083,,,,,12.0,0.1,1.4,5.9,0.5,,0.096,5.7,0.083,,
veal thymus cooked,35,6.4,0.3,0.9,0.0,0.0,0.0,,0.4,,,,0.036,,,,,11.2,0.055,0.084,1.0,0.005,,0.095,0.0,0.079,,
beef brain cooked,688,44.1,13.1,55.6,0.0,0.0,0.0,,7.8,,,,0.6,,,,,11.6,0.5,0.9,13.3,1.4,,0.057,0.0,0.0,,
beef pancreas cooked,602,60.2,13.1,38.2,0.0,0.0,0.0,,5.8,,,,0.1,,,,,45.1,0.4,1.1,8.8,0.4,,0.052,0.0,0.0,,
beef tripe cooked,80,10.0,1.2,3.4,1.7,0.0,0.0,,0.6,,,,0.045,,,,,0.0,0.0,0.0,0.4,0.0,,0.053,0.0,0.1,,
chicken gizzard cooked,223,44.1,1.0,3.9,0.0,0.0,0.0,,4.6,,,,0.069,,,,,0.0,0.094,0.3,4.5,0.1,,0.095,0.0,0.3,,
pork pancreas cooked,537,69.8,9.1,26.5,0.0,0.0,0.0,,6.6,,,,0.1,,,,,14.0,0.2,1.6,7.9,1.1,,0.058,0.0,0.0,,
beef tongue cooked,80,5.5,2.3,6.3,0.0,0.0,0.0,,0.7,,,,0.029,,,,,0.4,0.042,0.025,1.0,0.067,,0.072,0.0,0.074,,
lamb heart cooked,353,47.7,6.0,15.1,3.7,0.0,0.0,,10.5,,,,0.1,,,,,13.4,0.3,2.3,8.3,0.6,,0.051,0.0,0.0,,
beef spleen cooked,447,77.3,4.3,12.9,0.0,0.0,0.0,,121.2,,,,0.2,,,,,154.9,0.1,0.9,17.1,0.1,,0.06,0.0,0.0,,
veal kidneys cooked,300,48.4,3.2,10.4,0.0,0.0,0.0,,5.6,,,,0.2,,,,,14.7,0.3,3.7,8.5,0.3,,0.002,0.4,0.0,,
chicken heart cooked,268,38.3,3.3,11.5,0.1,0.0,0.0,,13.1,,,,0.081,,,,,2.6,0.1,1.1,4.1,0.5,,0.034,0.033,0.0,,
